"","Branching_Coral","Brown_Algae","CCA","Cyanobacteria","Dead_Coral","Foraminifera","Green_Algae","Hard_Substrate","Macrofauna","Massive_Coral","Other_cnidarian","Red_Algae","Sand","Soft_Coral","Turf_algae","Turf_and_sand"
"9A_19",0,0,41.934922,0,0,0,0,0,0,0.1843446,0,9.6769324,0,0,6.4520624,35.4840208
"9A_20",0.3086636,0,11.1108889,0,0,0,0,0,0,0,0,5.5559444,13.8888611,0,5.5559444,61.1103889
"9B_01",0,0,22.8567314,0,0,0,0,0,0,0.1632771,0,0,25.71408,0,2.8573486,42.8571429
"9B_02",0,0,37.1420637,0,0,0,0.5714638,0,0,0.1632754,0,5.7146384,5.7146384,0,5.7146384,37.1420637
"9B_03",1.5873016,0,19.9993829,0,0,0,0.5714697,0,0,0.1632771,0,5.7146971,0,5.0001029,8.5710171,22.8567314
"9B_04",0.95243973,0,22.85649634,0,2.85731918,0,0.57146384,0,0,0.08163769,0,5.71463836,0,0,25.71381552,28.5711347
"9B_05",0,0,28.5714286,0,0,0,0.5714697,0,0,0,0,0,2.8573486,0,62.8565257,2.8573486
"9B_06",1.26983147,0,37.14282776,0,0,0,1.14295118,0,0,0.08163937,0,0,0,0,22.85696653,19.99958857
"9B_07",2.777778,0,8.333,0,0,0,1.1112,0,0,0,0,0,0,0,16.667,44.444
"9B_08",5.050472,0,3.0305014,0,0,0,0,0,0,0,0,6.0610027,0,0.7576253,6.0610027,36.3627438
"9B_09",10.49378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556
"9B_10",11.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9B_11",6.984058,0,2.857349,0,0,0,5.714286,0,0,0,0,0,0,0,0,5.714697
"9B_12",10.457468,0,2.941394,0,0,0,0,0,0,0,0,0,0,0,0,2.941394
"9B_13",7.407319,0,20,0,0,0,0,0,0,0,0,3.333533,0,0,3.333533,6.667067
"9B_14",4.901971,0,41.176346,0,0,0,0,0,0,0,0,0,0,0,2.941394,11.764519
"9B_15",0.3086636,0,30.5556944,0,0,0,0,0,0,0,0,8.3329167,0,0,5.5559444,52.7774722
"9B_16",1.8518889,0,36.111,0,0,0,2.7778,0,0,0.2380857,0,8.333,0,0,13.889,2.778
"9B_17",1.90478476,0,51.42816,0,0,0,0,0,0,0.08163853,0,0,0,0,5.71469714,22.85673143
"9B_18",3.174522,0,8.571105,0,0,0,1.142951,0,0,0,0,2.857378,0,0,28.571722,25.714344
"9C_01",1.307196,0,20.58808,0,0,0,0,0,0,0,0,11.764768,0,0,8.823311,47.059073
"9C_02",1.904785,0,28.571429,0,0,0,0,0,0,0,0,0,0,0,17.143063,37.142446
"9C_03",6.2090742,0,2.9413633,0,0,0,1.1765453,0,0,0.1680779,0,2.9413633,0,0,11.7643945,14.7057578
"9C_04",9.84128,0,2.857378,0,0,0,0,0,0,0,0,0,0,0,0,8.571105
"9C_05",1.010057,0,36.36314,0,0,0,3.636423,0,0,0,0,3.030534,0,1.515267,9.090512,18.182116
"9C_06",0.9258981,0,16.6671667,0,0,0,0.5556056,0,0,0.3174603,0,19.4441944,0,0,8.3330833,33.3333333
"9C_07",0.3174832,0,8.5710171,0,0,0,0,0,0,0.1632771,0,2.8573486,0,7.1428571,14.2857143,37.1424457
"9C_08",0,0,27.778,0,0,0,0,0,0,0,0,8.333,13.889,0,5.556,44.444
"9C_09",0.6349598,0,14.2855673,0,0,0,0.5714638,0,0,0,0,14.2855673,14.2855673,0.7143298,14.2855673,31.4284539
"9C_10",0.6173272,0,47.2215278,0,0,0,0,0,0,0,0,5.5559444,11.1108889,0,0,30.5556944
"9C_11",0,0,17.143239,0,0,0,0,0,0,0,0,8.571105,0,0,2.857378,71.428278
"9C_12",0.3174864,0,14.2858612,0,0,0,0,0,0,0,0,2.857378,14.2858612,2.1427763,8.5711053,48.571311
"9C_13",1.6339731,0,20.5874256,0,0,0,0,0,0,0.3361558,0,11.7643945,0,1.4706817,5.8827266,29.4115156
"9C_14",6.060584,0,0,0,0,0,0,0,0,0,0,6.061069,0,0,3.030534,36.36314
"9C_15",0.95233524,0,8.57101715,0,0,0,0,0,0,0.08163853,0,5.71469714,2.85734857,0,5.71469714,65.71387429
"9C_16",3.17463583,0,8.57110531,0,0,0,1.71422106,0,0,0.08163937,0,11.42848327,0,0,11.42848327,28.57172245
"9C_17",1.960833,0,23.529287,0,0,0,0,0,0,0,0,2.941426,0,0,8.823218,47.058574
"9C_18",0,0,5.7146971,0,0,0,0,0,0,0.4081927,0,8.5710171,0,0,11.4283657,59.9991771
"9C_19",0,0,5.556,0,0,0,0,0,0,0,0,0,0,11.111,0,50
"9C_20",0,0,25,0,0,0,1.1112,0,0,0,0,0,2.778,2.08325,36.111,22.222
