"","Brown_Algae","CCA","Cyanobacteria","Dead_Coral","Foraminifera","Green_Algae","Hard_Coral","Hard_Substrate","Macrofauna","Other_cnidarian","Red_Algae","Sand","Soft_Coral","Turf_algae","Turf_and_sand"
"9C_10",0,47.2215278,0,0,0,0,0.1262715,0,0,0,5.5559444,11.1108889,0,0,30.5556944
"9C_11",0,17.143239,0,0,0,0,0,0,0,0,8.571105,0,0,2.857378,71.428278
"9C_12",0,14.28586122,0,0,0,0,0.06494041,0,0,0,2.85737796,14.28586122,2.14277633,8.57110531,48.57131102
"9C_13",0,20.5874256,0,0,0,0,0.6016184,0,0,0,11.7643945,0,1.4706817,5.8827266,29.4115156
"9C_14",0,0,0,0,0,0,1.239665,0,0,0,6.061069,0,0,3.030534,36.36314
"9C_15",0,8.5710171,0,0,0,0,0.2597356,0,0,0,5.7146971,2.8573486,0,5.7146971,65.7138743
"9C_16",0,8.5711053,0,0,0,1.7142211,0.7142977,0,0,0,11.4284833,0,0,11.4284833,28.5717224
"9C_17",0,23.5292872,0,0,0,0,0.4010794,0,0,0,2.9414256,0,0,8.823218,47.0585744
"9C_18",0,5.7146971,0,0,0,0,0.3246987,0,0,0,8.5710171,0,0,11.4283657,59.9991771
"9C_19",0,5.556,0,0,0,0,0,0,0,0,0,0,11.111,0,50
"9C_20",0,25,0,0,0,1.1112,0,0,0,0,0,2.778,2.08325,36.111,22.222
